COMERCIO,COMENTÁRIO,DATA,AVALIACAO,SETOR,TextBlob,Unnamed: 6
Glória Bar e Restaurante,Um dos melhores bares para conhecer em Goiânia. Qualidade no atendimento e nos pratos. Vale a visita.,3 anos atrás,5,Sul,,
Glória Bar e Restaurante,"O bar Glória tem petiscos de primeira qualidade, chopp gelado e bom atendimento. Gosto de almoçar a feijoada no sábado, regada a boa música. Excelente!",um ano atrás,5,Sul,,
Glória Bar e Restaurante,"O bar Glória é um local super aconchegante, que tem cerveja gelada e com preço não muito elevado( pra gyn). Fui com minha esposa por volta das 10pm num sábado e adoramos. Pedimos uma porção de isca de tilapia (eu acho) que é bem generosa e suculenta e batatas rústicas tb muito saborosas. O ponto alto é o atendimento atencioso e eficaz que recebemos. A bebida chegou voando, a comida não demorou, Pedimos Molho extra pro peixe, chegou na mesma hora, e qnd saímos os caras ainda tinham um guarda sol de todo tamanho pra nos levar até o carro. Voltaremos sempre",um ano atrás,5,Sul,,
Glória Bar e Restaurante,"Ambiente bem gostoso, garçom muito simpático, a comida é boa e não é tão cara. Demoraram um pouco para trazer um dos pratos, mas no geral vale a pena conhecer.",um ano atrás,4,Sul,,
Glória Bar e Restaurante,"Durante a semana é um local bastante tranquilo, no sábado tem feijoada com samba e na segunda o bar lota vira uma espécie de balada. Muito bom",6 anos atrás,5,Sul,,
Glória Bar e Restaurante,Muito aconchegante e cerveja bem gelada.,5 meses atrás,5,Sul,,
Glória Bar e Restaurante,"Pessoal é bastante arrogante com pessoas que se dirigem a loja para fazer retirada de pedidos. Parece que para eles só devem tratar bem quem chega todo engomadinho"" para se alimentar no local. Fui para pagar o pedido e fui logo recebido com: ""Aguarde lá fora pois entregador tem que esperar lá""",um ano atrás,1,Sul,,
Glória Bar e Restaurante,"Preços altos, porções pequenas. Ambiente legal.",4 meses atrás,4,Sul,,
Glória Bar e Restaurante,Já foi bom... Uns anos atrás tinha o melhor Chopp da cidade de Goiânia.  Sem dúvida. A música é boa mais voltado p samba. Só dei nota baixa pq as últimas vezes que fui não foi nada agradável.,um ano atrás,1,Sul,,
Glória Bar e Restaurante,"Local tradicional em Goiânia. Feijoada deliciosa, ótimos drinks e petiscos delícia. Um ar de Sampa em Gyn.",3 anos atrás,5,Sul,,
Glória Bar e Restaurante,"Ótimo lugar para confraternizar com amigos, além de saborear uma deliciosa comida. Bom ambiente e atendimento. Recomendo muito.",10 meses atrás,4,Sul,,
Glória Bar e Restaurante,"Comida muito boa, porém pedido pelo IFood e quase 2 horas! Passou uma hora do meu tempo de espera!",8 meses atrás,1,Sul,,
Glória Bar e Restaurante,"Cardápio  mto  limitado,  tanto de tira gosto  qto  de  p. principais. Vê-se  q  tem  uma clientela cativa,  então  para o caso  de não interessar   fidelizar  outros,  então  retiro  o  que  disse.",um ano atrás,3,Sul,,
Glória Bar e Restaurante,"Boa comida, o espaço físico estava um pouco reduzido, mais, acredito ser porque estavam em obras na oportunidade, garçons atenciosos",7 meses atrás,4,Sul,,
Glória Bar e Restaurante,Lugar super agradável. Atendimento preços ótimos.,2 meses atrás,5,Sul,,
Glória Bar e Restaurante,"Fui ao restaurante/bar em um dia de dobradinha de drinks. Ótimas companhias e ótimo drink ""mimosa"". Porém, ao chegar a conta cobraram 10% em cima do valor total da conta em vez do valor com o desconto da dobradinha. Argumentei e insistiram que era o correto. Perderam uma cliente! Mandioca frita não estava num ponto ótimo, não tem estava crocante. Não recomendo o restaurante. Há opções muito melhores em Goiânia.",um ano atrás,1,Sul,,28/7
Zé Latinhas,"Uma delícia de coxa creme. Preço justo. Cerveja gelada. Atendimento em mesa bem tranquilo pessoal MT educado. Ótima experiência e boa música.
",4 meses atrás,5,Central,,29/7
Zé Latinhas,"Amei o ambiente, música boa, transmite uma energia boa do centro de Goiânia. Promo de cerveja top, pedi bolinhos, esperando chegar. Já quero trazer mais amigos aqui.
",2 meses atrás,5,Central,,
Zé Latinhas,"Ambiente jovem, com muita gente bonita, o atendimento é excelente. Todos que trabalham lá estão sempre com sorriso no rosto. Sério, a equipe que trabalha lá é excepcional. A comida é muito boa, os drinks são incríveis e a cerveja sempre ",4 dias atrás,5,Central,,
Zé Latinhas,Queria visitar já fazia um tempo. Ambiente legal e definitivamente um lugar que está em alta no momento. O que achei decepcionante foi a qualidade questionável da cerveja que pedi (antártica original) que me deu uma dor de cabeça e dor de ,um mês atrás,3,Central,,
Zé Latinhas,"Mesas ao ar livre, cerveja gelada, música boa e excelente atendimento Mais
Preço por pessoa…
",2 semanas atrás,5,Central,,
Zé Latinhas,"Pra jovens bem alternativos é como estar em casa, a pessoa que esta no preparo dos drinks tem que entender ela esta nos drinks, e não na parte de pegar cerveja, falta bom senso, so fui por conta da namorada. ",um mês atrás,1,Central,,
Zé Latinhas,"Preço muito fora de contexto, o local não é tão acolhedor e os garçons podem ser menos insistentes sobre a taxa de garçom. As vezes simplesmente a pessoa não tem condições",um mês atrás,2,Central,,
Zé Latinhas,"Local agradável, música boa até começar o show do dia...aí vai depender se você gosta do estilo. Bebida gelada. Comida com poucas opções. Vá com amigos e curta a conversa na calçada...pena ficar sendo abordada por pessoas oferecendo produtos...mas recomendo!",2 meses atrás,4,Central,,
Zé Latinhas,"O local é bacana e super agrega à cena de bares da cidade.
O atendimento é ótimo e vejo a lotação como algo bom, afinal, sempre tem novas e ótimas atrações. ",um mês atrás,5,Central,,
Zé Latinhas,"Os eventos são muito legais e o ambiente é super alto astral! Atendimento ótimo! Mais
Preço por pessoa…",2 semanas atrás,5,Central,,
Zé Latinhas,"O ambiente descontraído com a vibe muito positiva, músicas ao vivo e DJs as vezes, comidas gostosas com opções vegetarianas, recomendo o quibe com molho pesto e a porção de coxinha. Preço razoavelmente bom, atendimento excelente. Recomendo!",3 meses atrás,5,Central,,
Zé Latinhas,"Sou suspeita pra falar do Zé kk Vai em paz, sem medo de ser feliz, do jeito que quiser ir
+2",5 meses atrás,5,Central,,
Zé Latinhas,"Momento de lazer e fica descontraído , muita gente bonita ,na maioria jovens , bebidas super geladas , bom lugar pra curtir ",um mês atrás,5,Central,,
Zé Latinhas,"A galera que frequenta é ótima! Massa! Recomendo! E fica no centro de Goiânia. Bom demais pra quem curte esse rolê no centro. É um sopro de ar, já que os centros, geralmente, são abandonados à noite.",2 meses atrás,5,Central,,
Zé Latinhas,"Muito bom, as fotos não saíram boas mas o lugar é lindo, aconchegante e de fora é muito bom, fresquinho, música boa e comida gostosa também
",um ano atrás,5,Central,,
Zé Latinhas,"Gosto muito da vibe descontraída. Local pra encontrar os amigos e beber uma boa caipirinha e dar boas risadas.
0:",6 meses atrás,5,Central,,
Zé Latinhas,"Lugar tranquilo, porém caro. Fui uma vez mas não pretendo voltar já que tive uma luta pra conseguir uma mesa e a que consegui estava na frente do som.",5 meses atrás,3,Central,,
Zé Latinhas,"O atendimento é bom, mas comida ruim. Também achei o ambiente abafado do lado de dentro. Pedi um bolinho caro e super pequeno, não dá nem pra uma pessoa e veio frio. A bebida estava ok. Não pretendo voltar.",5 meses atrás,3,Central,,
Zé Latinhas,"Que o limão casa mt bem com caldo de cana não é novidade, mas juntando os dois com café gelado, dando aquela misturadinha (importante), fica delicinha! minha avaliação de hoje vai para essa bebida em específico que tomei no ze latas. nota 10!
",um ano atrás,5,Central,,
Zé Latinhas,"O melhor bar de Goiânia! Cultura de rua, democracia, música boa e bagaceira  … Mais
Comida: 5…",um mês atrás,5,Central,,
Zé Latinhas,"Local bem agitado nas noites. Bar com público diverso e tranquilo. Mais
Preço por pessoa…
",3 semanas atrás,4,Central,,
Zé Latinhas,"O Zé Latinhas recebe todo tipo de gente lá, o que é uma bênção - bar acolhedor e democrático é cada vez mais raro. Vou pelo jazz, às quartas, e pela panceta, mas tem sempre música boa na semana, bebida gelada e atendimento do bem. E tem o Centro, claro, o charme a mais que combina muito com a diversidade dos frequentadores.",7 meses atrás,5,Central,,
Zé Latinhas,"Ambiente nota 10, música boa, comida sensacional, preço justo e atendimento nota 1.000!!! Um achado no centro de Goiânia! Vá sem medo, mas cuidado com a caipirinha com gengibre ... Quando vc vê já tomou umas 10!!! Bolotinha de costela? Não … Mais
",um ano atrás,5,Central,,
Zé Latinhas,"Gente bonita, descolada e com bom gosto musical. Mais
Preço por pessoa
R$ 40–…",uma semana atrás,5,Central,,
Zé Latinhas,"O lugar é Top! Amo!
Nota zero para o banheiro rs",2 meses atrás,4,Central,,
Zé Latinhas,"Ótimo custo benefício! Ambiente descontraído, petisco delicioso e bons drinks! Ps: possuem um dos melhores bolos de chocolate da vida!
",2 anos atrás,5,Central,,
Zé Latinhas,"Lugar acolhedor, respeita e propaga a diversidade, proporciona promoções todos os dias e por tudo isso, considero que é atualmente a melhor fonte de entretenimento no centro de Goiânia.
",um ano atrás,5,Central,,
Zé Latinhas,"Chopp gelado, petiscos gostosos (recomendo a coxa crema, é saborosa e com preço justo), música boa e espaço alternativo onde você poder ser quem você é, dancei muito com meus amigos sem receber olhares estranhos. Amei!",7 meses atrás,5,Central,,
Zé Latinhas,"Chopp bem gelados, música muito boa, (ouvimos jazz), e excelente atendimento.
",9 meses atrás,5,Central,,
Zé Latinhas,Lugar é incrível e o público que frequenta é mais incrível ainda. É muito satisfatório ver esse resgate do centro de uma maneira tão acolhedora e gentil. A reforma que fizeram no bar trouxe muito mais personalidade e significado. Pra melhorar mais só a prefeitura fechando a rua a noite.,9 meses atrás,5,Central,,
Zé Latinhas,"Ambiente super agradável, comida muito boa, e atendentes atenciosos, a comida demorou um pouco mas devia ser por conta da quantidade de pessoas no local",7 meses atrás,4,Central,,
Zé Latinhas,"Lugar muito bom de se conhecer do centro de Goiânia. É um bar e restaurante, no fim de semana o almoço só funciona até sábado, mas o bar fica aberto até domingo. Tem noites com música ao vivo e outras com DJ, tem boas opções de cervejas e ",10 meses atrás,5,Central,,
Zé Latinhas,"Quer ter uma boa explicação para poder movimentar o seu corpo? Aqui está uma alternativa excelente para os seus domingos não serem mais os mesmo. Se você já foi no RJ deva ter ouvido falar da Penha, então a experiência eu deixo por conta de vocês irem e apreciar essa pegada de samba carioca.",11 meses atrás,5,Central,,
Zé Latinhas,"Ambiente agradável, excelente trilha sonora e comida maravilhosa.
",2 anos atrás,5,Central,,
Zé Latinhas,"A tarde bebo café, a noite tomo cerveja.
Meu lugar preferido do centro.
",um ano atrás,5,Central,,
Zé Latinhas,"O atendimento é tão importante quanto o produto final, um complementa o outro e neste espaço infelizmente não tem um bom atendimento. Fui em um evento de vinil e mentiram pra mim sobre o cardápio de petiscos, dizendo que começariam a servir ",um ano atrás,1,Central,,
Zé Latinhas,"Ótimo local, msm sendo um espaço pequeno,  Mas tem um ótimo atendimento",5 meses atrás,5,Central,,
Zé Latinhas,Quando a demanda tá alta os funcionários tratam os clientes mal.,2 meses atrás,2,Central,,
Zé Latinhas,"
um ano atrás",um ano atrás,5,Central,,
Zé Latinhas,"A coxa creme é gostosa, mas seria melhor dividida em porções bolinhos menores como os de abóbora com carne seca que são melhores",7 meses atrás,4,Central,,
Zé Latinhas,"Melhor bar !! sempre tem rolê, caso você queira fazer um date, marque antes das 22 porque depois é um carnaval haha mas tem ótimas comidinhas cerveja e chopp gelado, ambiente agradável para date, a galera não saka muito mas tem uns cafés especiais tb.",um ano atrás,5,Central,,
Zé Latinhas,"Lugar muito gostosinho para tomar uma.
Acho que precisa ficar melhor organizado a questão do caixa. As vezes forma fila de quem tá comprando ficha e fila de quem quer pegar bebida. Isso dá uma desanimada.",8 meses atrás,4,Central,,
Zé Latinhas,Péssimo atendimento. Ontem vi alguém ser assaltado no caixa e a segurança tentou remover o cliente sem nem impedir o roubo e a fim de evitar mais polícia no bar. Atitude deplorável.,9 meses atrás,1,Central,,
Zé Latinhas,"Quero ser justa quanto a avaliação ... Inicialmente cheguei e fiquei com medo, visto quantos usuários de drogas e moradores de rua existem nas redondezas do local (infelizmente um problema social bem distante de ser resolvido), porém achei ",um ano atrás,4,Central,,
Zé Latinhas,"Ambiente aconchegante, bom atendimento, povo bonito!",3 meses atrás,5,Central,,
Zé Latinhas,"Fui nesse bar algumas vezes, e me arrependo de todas, os funcionários não atendem a gente direito, é sempre uma humilhação pra conseguir mesa e cadeira, mesmo nos dias do meio da semana, o pedido de uma simples coxa creme demorou mais de 40 ",um ano atrás,1,Central,,
Zé Latinhas,"Clima muito gostoso, som super maneiro, chopp gostoso e com preço até que justo, atendimento nota 10... A única coisa que estraga é DJ tocando música eletrônica, na minha humilde opinião, não combina nada com o lugar.",um ano atrás,5,Central,,
Zé Latinhas,"Amo dms  os garçons super educados , a comida maravilhosa e a caipirinha uma delícia , vou pra lá sempre q posso …",7 meses atrás,5,Central,,
Zé Latinhas,"Comida muito bem feita. Ótimas opções.
O atendimento de garçons e da cozinha foi bem limitado. Não souberam lidar com um grupo de amigos que chegou junto, sendo que foram avisados.",10 meses atrás,4,Central,,
Zé Latinhas,"O pessoal de atendimento são muito legais e educados, mas não dão conta da alta demanda. Esperei 1:30 por uma coxinha. Não dá!",3 meses atrás,3,Central,,
Zé Latinhas,Podem ver minhas avaliações de bar aqui no Google. Frequento muito. Mas nunca passei tanto constrangimento num bar como passei hoje. Primeiro a porção que pedimos demorou mais de hora..reclamei pra 3 garçons e depois pra gerente.  Depois ,um ano atrás,1,Central,,
Zé Latinhas,"Passei de passagem. Parece muito bom, confortável, turma boa.",4 meses atrás,4,Central,,
Zé Latinhas,Local possui 3 tipos de ambientes.  Conta com djs. Comida excelente e preço ok. Durante a semana tem promo de bebidas.,7 meses atrás,5,Central,,
Zé Latinhas,Vibe legal mas as comidas são caríssimas e vem em pouca quantidade.,5 meses atrás,3,Central,,
Zé Latinhas,Bem legal tomar uma geladinha nas sextas feiras a noite,3 meses atrás,5,Central,,
Zé Latinhas,"Atendimento precário, não consigo avaliar o cardápio pq esperei quase 40 min, pra eles chegarem com um “parece q teve um erro no sistema e seu pedido não foi realizado, quer refazer?”",um ano atrás,1,Central,,
Zé Latinhas,Lugar incrível para tomar umas rsrs,um mês atrás,5,Central,,
Zé Latinhas,"Uma pessoa que se dizia gerente cobrou a conta novamente, sorte que uma moça super educada que nos atendeu tinha nos dado um controle do ué consumimos e do que já tinha sido pago! Lá na Casa Liberté do Heitor, que é de frente nunca passamos situação parecida!",um ano atrás,2,Central,,
Zé Latinhas,"Comida cara, bebida quente e atendimento fraco.",4 meses atrás,2,Central,,
Zé Latinhas,Um ótimo local para encontrar os amigos e se divertir por algumas horas!,6 meses atrás,4,Central,,
Zé Latinhas,"Ótimo lugar! Infelizmente o atendimento que deixa a desejar. Um tal de Robert foi grosso. Os outros fingiam nem me ver. Só a Mazé que foi gentil, atenciosa e me fez querer voltar. Gerência, fazer dela a funcionária exemplar!",um ano atrás,3,Central,,
Zé Latinhas,"Ambiente aconchegante, calmo, muito bem cuidado. Melhores carnes na cidade. Altamente recomendável para quem está no centro e precisa almoçar.",11 meses atrás,5,Central,,
Zé Latinhas,"Fui na quarta onde tinha  jazz ao vivo, foi divertido. Só achei que a diversidade e a quantidade de petiscos deixa a desejar.",um ano atrás,4,Central,,
Zé Latinhas,"Ñ foi a melhor experiência do mundo, mais o local e animado, músicas ótimas e pessoas lindas.
Uma ótima decoração e ambiente agradável...",um ano atrás,4,Central,,
Zé Latinhas,"Ótima, já sou cliente a anos do Zé Latinhas. Uma excelente variedade de comidas ao gosto e alcance dos consumidores, a qualidade e higiene já mais deixou a desejar, o atendimento cortês e sempre supervisionado pelos proprietários, o casal Zé Latinhas, eu recomendo.",um ano atrás,4,Central,,
Zé Latinhas,"Um bar que não quer ser bar. Horário de funcionamento esquisito (fechando 3 horas mais cedo que outros bares), opções alcoólicas limitadas, regras sem noção (brigaram com o pessoal da mesa do lado por juntar mesas, prática normal em ",um ano atrás,2,Central,,
Zé Latinhas,"Gostei muito do ambiente, porém o cardápio de comidinhas é muito limitado. NÃO TEM BATATA FRITA!! Não sei se volto, mas pra quem não se preocupa com isso é um lugar bom pra beber pelo Centro.",um ano atrás,3,Central,,
Zé Latinhas,"Ahhhhhh que tudo esse lugar! Muita gente feliz, que cuida da própria vida. Pensa num lugar bom z alternativo, músicas boas, gente de todo tipo, sem preconceito, sem lenga lenga, todo mundo querendo se divertir, tomar sua geladinha, dançar, fumar, seja lá oq for, todos estão ali de boa curtindo. Amei, já fui 3x e vou querer voltar  …",um ano atrás,5,Central,,
Zé Latinhas,"É um lugar pra ir com os amigos tomar uma cerveja, ou tomar um café sozinho de tarde. Gosto bastante do local, ainda mais por ser no centro, a região pedia por um lugar pra animar os dias e noites do setor, que deveria ser muito mais movimentado, afinal é o setor central de Goiânia.",um ano atrás,5,Central,,
Zé Latinhas,"Local agradável, preço compatível.",3 meses atrás,5,Central,,
Zé Latinhas,"Gostei, mas senti falta de cerveja e mais opções de petisco de bar mesmo. Mas além disso o atendimento é bom, o lugar tem uma vibe legal e a localização é super inusitada e eu adorei.",um ano atrás,4,Central,,
Zé Latinhas,"Um tradicional bar de Goiânia que foi repaginado  onde talvez deveria ter um mural contando a história do estabelecimento, que diga-se de passagem, em nada lembra o Zé Latinhas de outrora. No mais tornou-se um ambiente alternativo com um atendimento excelente e preços acessíveis.",um ano atrás,4,Central,,
Zé Latinhas,"Pontos positivos: frequentado por pessoas de paz, preços acessíveis, charmoso e com boa vibe.
Pontos negativos: os drinks têm pouco álcool e não são muito bons,",um ano atrás,4,Central,,
Zé Latinhas,"Lugar muito bom, aconchegante, ótimo atendimento... Voltarei sempre!!! Gostaria de opções em cerveja ""litrão""",10 meses atrás,5,Central,,
Zé Latinhas,"Barzinho maravilhoso, musica boa e comida melhor ainda. Um salve para as atendentes do local, pessoas incríveis.",um ano atrás,5,Central,,
Zé Latinhas,"Wallex Nunes
Local Guide · 72 avaliações


5 meses atrás
Tem brigas tem. Mas e bom o ambiente",x Nunes,0,Central,,
Zé Latinhas,"Ambiente muito agradável, comida uma delícia a cerveja barata e bem gelada",um ano atrás,5,Central,,
Zé Latinhas,"Lugar maravilhoso e muito agradável. Música boa e bebidas super em conta, preços acessíveis e ótimos petiscos (o bolinho de abóbora é ótimo). Com certeza um ótimo rolê para fazer com amigos ou um datezinho.",um ano atrás,5,Central,,
Zé Latinhas,"Eu tô apaixonada em todos os atendentes, a caipirinha foi uma das melhores que tomei em toda Goiânia equilibrada, preço muito acessível. Confortável demais , trilha sonora impecável, fui apenas uma vez mais sério o lugar faz jus a sua fama  …",um ano atrás,5,Central,,
Zé Latinhas,"Boa comida, cerveja gelada.",2 meses atrás,2,Central,,
Zé Latinhas,Adoro esse lugar na hora do almoço  comida perfeita  e a  noite super agradável e petiscos deliciosos,10 meses atrás,5,Central,,
Zé Latinhas,"O atendimento é bem demorado, mas fora isso o ambiente é até agradável quando não está lotado...",10 meses atrás,4,Central,,
Zé Latinhas,Tenham certeza de olhar bem a discriminação da cobrança na nota fiscal. Hoje minha conta dobrou por cobrança de couvert (opcional) e taxa de serviço (opcional) sem o menor aviso.,um ano atrás,3,Central,,
Zé Latinhas,"Lugar ótimo com gente alegre, equipe atenciosa e petiscos que são uma delícia.",8 meses atrás,5,Central,,
Zé Latinhas,"Se vc tem 19 anos e se acha um socialista muito descolado, provavelmente vai amar. Se vc é mais velho e ama o lugar, provavelmente tem a maturidade de uma pessoa de 19 anos que se acha um socialista descolado. A cerveja é quente.",um ano atrás,3,Central,,
Zé Latinhas,"Os roles do Zé latinhas são sempre muito bons, só quem já foi sabe o tanto que é legal.",8 meses atrás,5,Central,,
Zé Latinhas,"Comida ótima, ambiente alternativo, chop geladinho. O atendimento não é dos melhores, os garçons confundem os pedidos das mesas e demoram para repor o chop",um ano atrás,3,Central,,
Zé Latinhas,Petiscos deliciosos com preço bom e cerveja gelada. Além da música ao vivo nos domingos que é show!!,11 meses atrás,5,Central,,
Zé Latinhas,"lugar de ótimo atendimento e de perfeita harmonia
0:32",um ano atrás,5,Central,,
Zé Latinhas,"Um lugar despojado, com bom preço, ótimo atendimento, cardápio variado  e bebida gelada. Ótimo Paraú happy hour descontraído.",um ano atrás,4,Central,,
Zé Latinhas,"Simplesmente perfeito. Trazendo vida de novo ao centro. Drinks, chás e pratos deliciosos com um preço justo. Já pode ser patrimonializado de tão perfeito",7 meses atrás,5,Central,,
Zé Latinhas,"Atendimento lento, mal educado e drinks fracos. Eu nunca avalio essas coisas aqui no Google, mas fiz questão de avaliar esse pra ver se toma vergonha na cara! Garçonetes mal educadas e grossas, tanta pessoa precisando de emprego e esse pessoal atendendo os outros mal.",um ano atrás,1,Central,,
Zé Latinhas,"Muito bom, cerveja gelada, ambiente maravilhoso, os garçons muito gentis.",8 meses atrás,5,Central,,
Zé Latinhas,"Ambiente charmoso, aconchegante, ótimas músicas, opções de bebidas e comidas bem variadas e muito saborosas, tipo de lugar que vc tem vontade de marcar um boa conversa com um amigo e ficar por horas, realmente tem a cara do Centro!",2 anos atrás,5,Central,,
Zé Latinhas,"Precisam melhorar o atendimento, tem bons eventos culturais com preços relativamente acessíveis... Mas já fui mal atendido.",um ano atrás,3,Central,,
Zé Latinhas,Amo este restaurante. Visito a anos. Levei minha am8ga da Europa hoje e ela amou …,11 meses atrás,5,Central,,
Zé Latinhas,Muito legal muita gente bonita !,5 meses atrás,5,Central,,
Zé Latinhas,"Lugar bem quente, comida mais ou menos e cerveja quente. Mas o ambiente é lindo só falta melhorar a qualidade.",um ano atrás,3,Central,,
Zé Latinhas,Top atendimento..lugar muito agradável,4 meses atrás,5,Central,,
Zé Latinhas,"Bar alternativo. Sempre movimentado, principalmente às sextas-feiras e finais de semana.",8 meses atrás,5,Central,,
Zé Latinhas,"Excelente pra Tomar uma gelada, no domingo aquele fim de tarde  …",7 meses atrás,5,Central,,
Zé Latinhas,Total descontração... gosto muito,3 meses atrás,5,Central,,
Zé Latinhas,Como assim sexta feira não tem cerveja gelada??? Chopp muito ruim...atendimento ruim,10 meses atrás,1,Central,,
Zé Latinhas,fui assaltado no caixa e infelizmente tentaram jogar a culpa em mim. segurança e atendimento podre,9 meses atrás,1,Central,,
Zé Latinhas,"Comidinhas sucesso, barzinho delícia e cerveja gelada. O point do sucesso.",8 meses atrás,5,Central,,
Zé Latinhas,"O atendimento é ruim e isso descontrói toda coisa boa que possa existir no bar, pois você será mal atendido.",um ano atrás,1,Central,,
Zé Latinhas,"vc pergunta para a atendente se tem chopp escuro e ela responde ""tem pilsen e ipa"", vc pergunta de novo e ela responde a mesma coisa",9 meses atrás,1,Central,,
Zé Latinhas,Comida saborosa - por quilo. Restaurante com mais de 50 anos no mercado. Uma ótima opção para quem está caminhando pelo centro de Goiânia.,um ano atrás,4,Central,,
Zé Latinhas,Lugar muito agradável e de bom atendimento.,5 meses atrás,5,Central,,
Zé Latinhas,"Um bom rolê de domingo, caipirinha muito boa, galera legal",7 meses atrás,4,Central,,
Zé Latinhas,Alternativo e vivo .,uma semana atrás,5,Central,,
Zé Latinhas,"Um ambiente extrovertido, fui com amigos(as) e foi bem divertido. Rola shows, samba e discotecagem.",8 meses atrás,5,Central,,
Zé Latinhas,"Já foi melhor, qualidade caiu bastante.",7 meses atrás,3,Central,,
Zé Latinhas,Boa música instrumental ao vivo e uma batida com chá e outras coisas que te faz pedir mais!,um ano atrás,5,Central,,
Zé Latinhas,"Ótimo ambiente e atendimento. Ameii
",um ano atrás,5,Central,,
Zé Latinhas,"Bom atendimento, preços justos, local respeitoso LGBTQIAPN+ friendly",9 meses atrás,4,Central,,
Zé Latinhas,"Ambiente agradável, música boa, preços acessíveis e o mais importante: seguindo os protocolos de prevenção a Covid-19! Vale muito a pena conhecer o Zé Latinhas",2 anos atrás,5,Central,,
Zé Latinhas,"Um lugar acolhedor com ótimo atendimento!! Uma excelente oportunidade para ir ao Centro de Goiânia.  Ao lado do Cine Ritz, que espero, logo reabrirá para contribuir com o charme do local.",2 anos atrás,5,Central,,
Zé Latinhas,"Ameiii o clima do lugar, bem a vontade e aquele bolinho de costelinha, passei dias falando dele rs",um ano atrás,5,Central,,
Zé Latinhas,"Música ao vivo, público alternativo.
Liberdade para ser quem vc é !",10 meses atrás,5,Central,,
Zé Latinhas,"Ambiente alternativo, música boa, chopp ipa de ótima qualidade, lugar indispensável no Centro. Parabéns!",um ano atrás,5,Central,,
Zé Latinhas,"Ambiente agradável, atendimento bom fui pra almoçar, parece que a noite é mais legal.",um ano atrás,4,Central,,
Zé Latinhas,"Lugar muito legal para o fim da tarde, porém a música é desanimada.",um ano atrás,4,Central,,
Zé Latinhas,"Restaurante maravilhoso! Lugar aconchegante, comida deliciosa e bebida bem geladinha! Recomendo!",um ano atrás,5,Central,,
Zé Latinhas,"Drinks ótimos e baratos, música boa e um lugar muito bem frequentado",um ano atrás,5,Central,,
Zé Latinhas,"Ambiente agradável, atendimento exelente, garçons gentis",9 meses atrás,5,Central,,
Zé Latinhas,"Muito bom, ambiente agradável ótimo atendimento feira de disco da hora vlw...",um ano atrás,5,Central,,
Zé Latinhas,"Ambiente aconchegante, cerveja gelada, ótimo atendimento. Distanciamento social Respeitado, ótima localização no centro",um ano atrás,5,Central,,
Zé Latinhas,"Música boa, porém, atendimento ruim, mais de 30 min para entrega de pedido.",um ano atrás,1,Central,,
Zé Latinhas,"Maravilhoso, muita gente bonita, lugar agradável bebida boa",um ano atrás,5,Central,,
Zé Latinhas,"Lugar super alternativo, charmoso e convidativo! Bem no centro da cidade! Delícia de lugar",um ano atrás,5,Central,,
Zé Latinhas,Lugar super alto astral e comida excelente. Um dos points do centrão,um ano atrás,5,Central,,
Zé Latinhas,"Falta ter 600 e cerveja em lata, apenas chopp fica muito difícil :( mas ótimo lugar",um ano atrás,3,Central,,
Zé Latinhas,"Promove bons eventos, drinks acessíveis e gostosos, cerveja gelada e bom atendimento!",um ano atrás,5,Central,,
Zé Latinhas,Dancei até as perna ficar mole foi incrível,8 meses atrás,5,Central,,
Zé Latinhas,"Amei ... atendimento sensacional, comida boa e Chopp muito gelado",um ano atrás,5,Central,,
Zé Latinhas,"Muito bom
",um ano atrás,5,Central,,
Zé Latinhas,Teve comemoração da vitória do Lula e foi lindo,8 meses atrás,5,Central,,
Zé Latinhas,"Tem que melhorar atendimento dos garçons, mas tudo que consumi estava ótimo!",um ano atrás,3,Central,,
Zé Latinhas,"Gosto do ambiente alternativo, só a bebida que deveria sair mais gelada.",um ano atrás,5,Central,,
Zé Latinhas,"Acredito q quando fui estavam em festa, ent estava meio desorganizado.",um ano atrás,3,Central,,
Zé Latinhas,"Muito  bom ,chopp ótimo e barato,ótimas comidas  ,lugar bem higiênico",um ano atrás,5,Central,,
Zé Latinhas,"Um bar gourmet, estava lotado, mas a comida é gostosa",9 meses atrás,5,Central,,
Zé Latinhas,"Bebida, comida e atendimento perfeito. Música ambiente agradabilíssima.",um ano atrás,5,Central,,
Zé Latinhas,Não serve cerveja em lata e tem poucas opções de petiscos,um ano atrás,3,Central,,
Zé Latinhas,Comida boa. Ambiente limpo. Atendimento bom. Espaço pequeno. No geral custo benefício vale a pena.,4 anos atrás,4,Central,,
Zé Latinhas,Comida bem tradicional do centro da cidade. Vale a pena conferir e apreciar o ótimo sabor.,2 anos atrás,5,Central,,
Zé Latinhas,Local super descontraído e charmoso! Adorei! Vale a visita!,um ano atrás,5,Central,,
Zé Latinhas,"Ambiente agradável, música ao vivo.",9 meses atrás,5,Central,,
Zé Latinhas,Quando toca Samba eu amo.,10 meses atrás,5,Central,,
Zé Latinhas,"Bom atendimento, chopp gelado, boa música",um ano atrás,5,Central,,
Zé Latinhas,"Adoro almoçar aí, pois lembro do meu avô, que eu sempre ia c ele e lembro q ele falava q era a melhor cerveja",4 anos atrás,5,Central,,
Zé Latinhas,"Muito bom,ótimo atendimento,preços em conta.comidas variadas.",um ano atrás,5,Central,,
