COMERCIO,COMENTÁRIO,DATA,AVALIACAO,SETOR,TextBlob,Unnamed: 6,texto_traduzido
Glória Bar e Restaurante,"Top, cervejas geladas e variadas, a carta de aguardente então... Típico bar temático ao samba e futebol, com música ao vivo de ótima qualidade, acompanhada da tradicional feju aos sábados, público acima dos 30 mas recomendadissimo à aqueles que prezam por bom ambiente com boa música e cardápio idem. Preços não são convidativos, mas pelo oferecido não foge muito ao esquadro e ao esperado numa visita à Lapa Goiana.",3 anos atrás,5,Sul,,,"Top, cold and varied beers, the brand of brandy then ... typical themed bar to samba and soccer, with great quality live music, accompanied by the traditional Feju on Saturdays, audiences above 30 but recommended to those who value for good Environment with good music and menu idem. Prices are not inviting, but for the offered it does not escape much to the square and the expected visit to Lapa Goiana."
Glória Bar e Restaurante,"Comida gostosa, cerveja gelada, ótimo atendimento, o preço é um pouco salgado.",2 meses atrás,4,Sul,,,"Hot food, cold beer, great service, the price is a little salty."
Glória Bar e Restaurante,Bar com bebidas e comidas muito gostosas e um ambiente com mesas ao ar livre que nos da uma sensação de liberdade. muito bom,2 meses atrás,4,Sul,,,Bar with very tasty drinks and foods and an environment with outdoor tables that give us a sense of freedom. very good
Glória Bar e Restaurante,Simples e requintado ao mesmo tempo. Ambiente ideal para conversas com amigos e família.,3 semanas atrás,5,Sul,,,Simple and exquisite at the same time. Ideal environment for conversations with friends and family.
Glória Bar e Restaurante,Excelente botequim. Recomendo o galeto na cerveja preta que serve muito bem a duas pessoas. Custa 39 reais. O atendimento é ótimo. Drinks especiais e autorais em cardápio próprio que em média custam 25 reais.,4 anos atrás,5,Sul,,,Excellent botequin. I recommend the chicken in black beer that serves very well to two people. It costs 39 reais. The service is great. Special and copyright drinks in its own menu that on average cost 25 reais.
Glória Bar e Restaurante,Matar a saudade do Rio no Gloria foi tudo! Otima opção pra um relax depois do trabalho,2 meses atrás,5,Sul,,,Missing the river in Gloria was everything! Great option for a relax after work
Glória Bar e Restaurante,"Lugar super legal bem a moda antiga rs, Boas bebidas e deliciosas comidas e petiscos , samba e feijoada e o que descreve melhor o local .",3 anos atrás,5,Sul,,,"Super cool place well the old fashion lol, good drinks and delicious foods and snacks, samba and feijoada and what describes the place better."
Glória Bar e Restaurante,"Lugar mto interessante, bem transado porém muito caro. Uma verdadeira exploração.",3 meses atrás,4,Sul,,,"MTO Interesting place, well sex but very expensive. A true exploitation."
Glória Bar e Restaurante,"Não gosto muito desse lugar. Por duas vezes tive tratamento discriminatório. Entretanto a feijoada é boa. Os preços são altos e se os garçons não pensarem que vc tem muito dinheiro não vão te atender bem. Enfim, não volto mais.",5 anos atrás,3,Sul,,,"I don't like this place very much. Twice I had discriminatory treatment. However the feijoada is good. Prices are high and if the waiters do not think that you have a lot of money will not serve you well. Anyway, I don't come back."
Glória Bar e Restaurante,"Ambiente ótimo com uma área emar livre, bom atendimento e ótimos petiscos",2 meses atrás,5,Sul,,,"Great atmosphere with a free emar area, good service and great snacks"
Glória Bar e Restaurante,"Excelente... Ambiente, atendimento, petiscos deliciosos. Super recomendo",3 meses atrás,5,Sul,,,"Excellent ... environment, service, delicious snacks. Super recommend"
Glória Bar e Restaurante,"Lugar tradicional, mais precisa de uma reforma geral, tanta no visual, como na sua programação artística...mais valeu o Torresminho com cerveja",5 meses atrás,3,Sul,,,"Traditional place, more needs a general reform, as much in the look, as in its artistic programming ... It was more worth the Torresminio with beer"
Glória Bar e Restaurante,Lugar agradável com chopp bem gelado! Petiscos incríveis!,2 meses atrás,5,Sul,,,Pleasant place with well -chilled draft beer! Amazing snacks!
Glória Bar e Restaurante,Excelente qualidade nas bebidas e comidas. Ótimo atendimento. Experimentei uma língua ao molho madeira e estava simplesmente deliciosa. Parabéns.,3 anos atrás,5,Sul,,,Excellent quality in drinks and food. Great service. I tried a tongue in the wood sauce and was simply delicious. Congratulations.
Glória Bar e Restaurante,"Excelente como sempre , o pastel de camarão é uma delícia, Atendimento nota 10.",3 meses atrás,5,Sul,,,"Excellent as always, the shrimp pastry is a delight, note 10."
Glória Bar e Restaurante,"Ótimo local, comida muito gostosa, cerveja sempre bem gelada e garçons extremamente educados e prestativos.",6 meses atrás,5,Sul,,,"Great place, very hot food, always very cold beer and extremely polite and helpful waiters."
Glória Bar e Restaurante,Faltou o chopp Brahma. Era uma tradição por lá. Uma pena,2 meses atrás,5,Sul,,,Missed the Brahma Chopp. It was a tradition there. A feather
Glória Bar e Restaurante,"Cerveja gelada,bom atendimento,petiscos saborosos e ambiente agradável.",4 meses atrás,4,Sul,,,"Cold beer, good service, tasty snacks and pleasant environment."
Glória Bar e Restaurante,"Restaurante tradicional, ambiente bem diferente, boa comida e cerveja gelada. Outubro/Novembro de cada ano tem semana Alemã com comida típica, interessante. Prost.",7 meses atrás,5,Sul,,,"Traditional restaurant, very different atmosphere, good food and cold beer. October/November of each year has German week with typical, interesting food. Prost."
Glória Bar e Restaurante,Gostei muito. Bom atendimento. Boa comida. Música excelente,7 meses atrás,5,Sul,,,I really liked. Good service. Good food. Excellent music
Glória Bar e Restaurante,"O estilo do bar é bem legal, lembra aqueles bares típicos do Rio (música e decoração). O atendimento é bom, a comida e a bebida estavam boas, porém não são tão bem servidas quanto deveriam, considerando os valores cobrados. No geral, é uma boa experiência pra quem gosta de um lugar mais tranquilo e tradicional.",9 meses atrás,4,Sul,,,"The style of the bar is very cool, it resembles those typical river bars (music and decoration). The service is good, the food and drink were good, but are not as well served as they should, considering the amounts charged. Overall, it is a good experience for those who like a quieter and more traditional place."
Glória Bar e Restaurante,"Bar/Restaurante com diversidade no cardápio, bem servido e preço justo",2 meses atrás,5,Sul,,,"Bar/restaurant with diversity on the menu, well served and fair price"
Glória Bar e Restaurante,"Feijoada é gostosa, mas custa 82,00, o que não teria problema se as porções fossem generosas. No cardápio está escrito que a feijoada é pra 2 pessoas, mas está longe disso. Outro problema, o bar estava vazio e os garçons demoram a se dirigir até a mesa (chega a ser constrangedor). Saldo final: uma feijoada é uma coca cola lata por 97 reais. Eu e minha namorada saímos sem a sensação de saciedade, e olha que não somos de comer muito.",um ano atrás,1,Sul,,,"Feijoada is hot, but it costs 82.00, which would have no problem if the portions were generous. On the menu it is written that the feijoada is for 2 people, but it is far from it. Another problem, the bar was empty and the waiters take a long time to go to the table (becoming embarrassing). FINAL BALANCE: A feijoada is a tin cola for 97 reais. My girlfriend and I left without the feeling of satiety, and look that we are not eating much."
Glória Bar e Restaurante,"Ambiente agradável. Atendimento ok. Petiscos caros (R$ 38,00 por uma porção pequena de torresmo). Cervejas caras, preços acima da média.",um ano atrás,3,Sul,,,"Pleasant environment. Ok. Dear snacks (R $ 38,00 for a small portion of crackling). Expensive beers, prices above average."
Glória Bar e Restaurante,"Boteco bem tradicional. Porções pequenas e caras, e o tempero não é dos melhores. Bom atendimento.",6 meses atrás,4,Sul,,,"Very traditional bar. Small and expensive portions, and the spice is not the best. Good service."
Glória Bar e Restaurante,"Ótimos petiscos, música boa, cerveja especial top!",um ano atrás,5,Sul,,,"Great snacks, good music, special beer top!"
Glória Bar e Restaurante,Excelente Atendimento da Lidiane já a 8 anos como Ouro da casa e do Rubens com o melhora Chopp Artesanal Glória!! Voltaremos com certeza! A melhor salada e o pastel de pequi com carne  deve ser experimentado! Os Gaúchos Adoraram! Pedro e karen,um ano atrás,5,Sul,,,Excellent service from Lidiane already 8 years old as Gold from the house and Rubens with the improvement artisanal beer glory !! We'll be back for sure! The best salad and pastel of pequi with meat should be tried! The gauchos loved it! Pedro and Karen
Glória Bar e Restaurante,Excelente atendimento! Porções são bem gostosas.,3 meses atrás,4,Sul,,,Excellent service! Portions are very tasty.
Glória Bar e Restaurante,"Muito bom, ótima comida, cerveja gelada.",4 meses atrás,5,Sul,,,"Very good, great food, cold beer."
Glória Bar e Restaurante,"O ambiente é muito bom. Aos sábados tem uma feijoada maravilhosa, a Parmegiana também é maravilhosa e com ótima música ambiente e na parte da tarde tem música ao vivo. Preços não são tão baixos, mas vale muito a pena.",4 anos atrás,5,Sul,,,"The environment is very good. On Saturdays there are a wonderful feijoada, Parmegiana is also wonderful and with great ambient music and in the afternoon has live music. Prices are not so low, but it is very worthwhile."
Glória Bar e Restaurante,Ambiente descontraído. Típico bar carioca. Adorável!,4 meses atrás,5,Sul,,,Relaxed atmosphere. Typical carioca bar. Adorable!
Glória Bar e Restaurante,"Ambiente super agradável e um atendimento excelente, lugar agradabilíssimo",2 meses atrás,5,Sul,,,"Super nice environment and excellent service, very pleasant place"
Glória Bar e Restaurante,"Excelente atendimento, pratos diferenciados e ambiente nota mil",4 meses atrás,5,Sul,,,"Excellent service, different dishes and a thousand grade"
Glória Bar e Restaurante,"Fomos na ""segunda feira sem lei"" e nos divertimos muito. Pena que o bar fechou as 2h da manhã e que eu esqueci meu casaco preferido na cadeira do bar 😓 Comemos porção de pastel e bolinho de carne seca, ambas gostosas. Provem a pimenta e as cachaças. …",5 anos atrás,4,Sul,,,"We went to the ""Monday without law"" and had a lot of fun. Too bad the bar closed at 2 am and that I forgot my favorite coat in the chair of the bar 😓 We ate portion of pastel and dumpling of dried meat, both hot. Prove the pepper and cachaça. ..."
Glória Bar e Restaurante,"Boa mas não vale a pena! Pedi pra duas pessoas e de verdade me decepcionei. Não importo em pagar mais caro, mas não sair satisfeito é frustrante.  Pouquíssimo arroz, suficiente para uma pessoa, a feijoada serve duas pessoas que não comam muito. O que achei válido foi só o torresmo rsrs. Sobre o atendimento fiquei invisível quando cheguei.",um ano atrás,1,Sul,,,"Good but it's not worth it! I asked for two people and really disappointed. I don't care about paying more, but not being satisfied is frustrating. Very little rice, enough for a person, the feijoada serves two people who don't eat much. What I found valid was just the pork rind lol. About the service I was invisible when I arrived."
Glória Bar e Restaurante,"É um local que sempre vou, assim que chego às Goiânia. Tem vinhos com bons preços, uma salada de jiló, que é a melhor que já comi na vida.  O filé de tilápia com molho de alho, um quibe com coalhada, u.a rabada... Tudo de tirar o fôlego.",4 anos atrás,5,Sul,,,"It is a place that I always go, as soon as I arrive at Goiânia. It has wines with good prices, a jiló salad, which is the best I have ever eaten in my life. The tilapia fillet with garlic sauce, a kebab with curd, u.a oxtail ... all breathtaking."
Glória Bar e Restaurante,"O atendimento é meio demorado, mas a feijoada de domingo é bem boa!",um ano atrás,4,Sul,,,"The service is kind of time consuming, but Sunday's feijoada is very good!"
Glória Bar e Restaurante,"Lugar simples, atendimento espetacular e comida deliciosa.",um ano atrás,5,Sul,,,"Simple place, spectacular service and delicious food."
Glória Bar e Restaurante,Cerveja gelada som ambiente agradável..,um ano atrás,4,Sul,,,Friendly cold beer pleasant environment ..
Glória Bar e Restaurante,"A música estava alta ter um diálogo na mesa foi complicado, a feijoada estava muito grossa, não tinha calabresa e veio pouca nas porções que acompanhavam",8 meses atrás,3,Sul,,,"The song was loud to have a dialogue on the table was complicated, the feijoada was very thick, had no pepperoni and came little in the portions they accompanied"
Glória Bar e Restaurante,"Comida boa , bom atendimento porém ambiente sem ventilação",5 meses atrás,4,Sul,,,"Good food, good service but environment without ventilation"
Glória Bar e Restaurante,"Amo!! Gafieira aos domingos, feijoada aos sábados, as quintas das laides e segunda sem lei ( paga um chopp e ganhe outro) .",5 anos atrás,5,Sul,,,"I love!! Gafieira on Sundays, feijoada on Saturdays, the Thursdays and second lawless (pays one beer and earn another)."
Glória Bar e Restaurante,Bom ambiente o chopp brahma ainda continua top!e o chopp da casa  Os petiscos são variados. Contudo o preço moderado €€€,4 anos atrás,4,Sul,,,"Good atmosphere the Brahma Chopp is still top! And the house beer the snacks are varied. However, the moderate price €"
Glória Bar e Restaurante,"O local é muito interessante, eles colocam histórias nas paredes, porém os preços não são muito atrativo e a comida pelo menos a q comi ( moqueca de frango) não estava muito boa, molho ralo, frango sem tempero... mas os drinques eu gostei",um ano atrás,4,Sul,,,"The place is very interesting, they put stories on the walls, but the prices are not very attractive and the food at least I ate (chicken moqueca) was not very good, thin sauce, chicken without seasoning ... but the drinks I liked"
Glória Bar e Restaurante,"Atendimento ótimo, café ótimo e a opção vegana muito gostosa mesmo.",um ano atrás,5,Sul,,,"Great service, great coffee and the vegan option really tasty."
Glória Bar e Restaurante,"Gostei, mas não é meu preferido.",3 semanas atrás,4,Sul,,,"I liked it, but it's not my favorite."
Glória Bar e Restaurante,"Aqui no Glória vc encontra história as paredes e a decoração em geral te levam a viajar por vários momentos da vida de grandes nomes seja da música, esportes, etc. Atendimento é aquele nota 1000 carinhoso educado e dedicado. Bebibas sempre como devem ser geladas nas cervejas, bem preparadas os drinks, uma carta de cachaças que não tem preço um mix que eu nunca vi em outro lugar. Obrigadoooo Glória!!!",um ano atrás,5,Sul,,,"Here in glory you find history the walls and the decoration in general lead you to travel for various moments of the life of big names be from music, sports, etc. Service is that ranked 1000 educated and dedicated grade. Bebbas always as they should be icy in beers, well prepared the drinks, a letter of cachaça that is priceless a mix that I have never seen elsewhere. Thank you Gloria !!!"
Glória Bar e Restaurante,"Ótimo atendimento, tira gosto muito bom, mas o Chopp não estava muito gelado, e não podíamos escutar o som da narração do jogo, lá somente pode assistir o jogo mas no mudo.",11 meses atrás,3,Sul,,,"Great service, it takes very good taste, but the beer was not very cold, and we could not hear the sound of the narration of the game, there can only be watching the game but in the silent."
Glória Bar e Restaurante,"Sempre gostei muito do Glória. Bar histórico, decoração ímpar, cerveja estupidamente gelada, sem falar na carta de cachaças especiais que atenden a todos os gostos. Estivemos ontem no glória e um dos pratos que pedimos veio com alguns problemas, mas o carisma e a prontidão do gerente em resolver a situação, foi exatamente o que esperavamos do Glória. Situação resolvida e o segundo prato estava maravilhoso. Parabéns a todos. Nota 1000",um ano atrás,5,Sul,,,"I always liked the glory very much. Historical bar, odd decoration, stupidly cold beer, not to mention the special cachaça card that serves all tastes. We were yesterday at Gloria and one of the dishes we asked for came with some problems, but the manager's charisma and readiness to solve the situation, that's exactly what we expected from glory. Situation resolved and the second dish was wonderful. Congratulations to all of you. NOTE 1000"
Glória Bar e Restaurante,"Gosto muito, ambiente, atendimento e som mto agradáveis! Sem dizer que servem chop escuro sempre!!",8 meses atrás,5,Sul,,,"I like it a lot, environment, service and very pleasant! Not to mention that they serve dark draft beam !!"
Glória Bar e Restaurante,"Boa música, boa comida, bons drinks (a julgar pelo tropical Mule) e bom atendimento. Pastel de carne com pequi em porção farta e bem preparada. Recomendo!",4 anos atrás,5,Sul,,,"Good music, good food, good drinks (judging by Tropical Mule) and good service. Pastel of meat with sinful and well prepared portion. I recommend!"
Glória Bar e Restaurante,"Excelente ambiente, melhor bolinho de bacalhau de Goiânia! Melhor chopp IPA da região!!! Melhor carpaccio de rosbife!!!",2 anos atrás,5,Sul,,,"Excellent atmosphere, best codfish ball in Goiânia! Best IPA draft beer in the region !!! Best Rosbife Carpaccio !!!"
Glória Bar e Restaurante,Ambiente diferenciado. Clima de boteco carioca.,um mês atrás,4,Sul,,,Differentiated environment. Carioca bar climate.
Glória Bar e Restaurante,Um dos melhores bares para conhecer em Goiânia. Qualidade no atendimento e nos pratos. Vale a visita.,3 anos atrás,5,Sul,,,One of the best bars to meet in Goiânia. Quality in service and dishes. Worth the visit.
Glória Bar e Restaurante,"O bar Glória tem petiscos de primeira qualidade, chopp gelado e bom atendimento. Gosto de almoçar a feijoada no sábado, regada a boa música. Excelente!",um ano atrás,5,Sul,,,"Bar Glória has first quality snacks, cold draft beer and good service. I like to lunch the feijoada on Saturday, watered with good music. Great!"
Glória Bar e Restaurante,"O bar Glória é um local super aconchegante, que tem cerveja gelada e com preço não muito elevado( pra gyn). Fui com minha esposa por volta das 10pm num sábado e adoramos. Pedimos uma porção de isca de tilapia (eu acho) que é bem generosa e suculenta e batatas rústicas tb muito saborosas. O ponto alto é o atendimento atencioso e eficaz que recebemos. A bebida chegou voando, a comida não demorou, Pedimos Molho extra pro peixe, chegou na mesma hora, e qnd saímos os caras ainda tinham um guarda sol de todo tamanho pra nos levar até o carro. Voltaremos sempre",um ano atrás,5,Sul,,,"The glory bar is a super cozy place, which has cold beer with not very high price (for Gyn). I went with my wife around 10pm on a Saturday and we loved it. We ordered a portion of tilapia bait (I think) that is very generous and juicy and very tasty rustic potatoes. The highlight is the attentive and effective service we receive. The drink arrived flying, the food did not take long, we ordered extra sauce for the fish, arrived at the same time, and when we left the guys still had a waterproof of all size to take us to the car. We will always come back"
Glória Bar e Restaurante,"Ambiente bem gostoso, garçom muito simpático, a comida é boa e não é tão cara. Demoraram um pouco para trazer um dos pratos, mas no geral vale a pena conhecer.",um ano atrás,4,Sul,,,"Very tasty atmosphere, very friendly waiter, the food is good and not so expensive. It took a while to bring one of the dishes, but in general it is worth knowing."
Glória Bar e Restaurante,"Durante a semana é um local bastante tranquilo, no sábado tem feijoada com samba e na segunda o bar lota vira uma espécie de balada. Muito bom",6 anos atrás,5,Sul,,,"During the week it is a very quiet place, on Saturday has feijoada with samba and in the second the bar is a kind of ballad. Very good"
Glória Bar e Restaurante,Muito aconchegante e cerveja bem gelada.,5 meses atrás,5,Sul,,,Very cozy and very cold beer.
Glória Bar e Restaurante,"Pessoal é bastante arrogante com pessoas que se dirigem a loja para fazer retirada de pedidos. Parece que para eles só devem tratar bem quem chega todo engomadinho"" para se alimentar no local. Fui para pagar o pedido e fui logo recebido com: ""Aguarde lá fora pois entregador tem que esperar lá""",um ano atrás,1,Sul,,,"Guys are very arrogant with people who go to the store to make orders withdrawal. It seems that for them they should only treat well who arrives all the stool ""to feed on the spot. I went to pay the order and was soon received with:"" Wait out there because delivery man has to wait there """
Glória Bar e Restaurante,"Preços altos, porções pequenas. Ambiente legal.",4 meses atrás,4,Sul,,,"High prices, small portions. Cool environment."
Glória Bar e Restaurante,Já foi bom... Uns anos atrás tinha o melhor Chopp da cidade de Goiânia.  Sem dúvida. A música é boa mais voltado p samba. Só dei nota baixa pq as últimas vezes que fui não foi nada agradável.,um ano atrás,1,Sul,,,It was good ... A few years ago there was the best draft beer in the city of Goiânia. Undoubtedly. The song is good more focused on samba. I only gave low grade because the last times I went to it was not pleasant.
Glória Bar e Restaurante,"Local tradicional em Goiânia. Feijoada deliciosa, ótimos drinks e petiscos delícia. Um ar de Sampa em Gyn.",3 anos atrás,5,Sul,,,"Traditional place in Goiânia. Delicious feijoada, great drinks and delicious snacks. An air of sampa in Gyn."
Glória Bar e Restaurante,"Ótimo lugar para confraternizar com amigos, além de saborear uma deliciosa comida. Bom ambiente e atendimento. Recomendo muito.",10 meses atrás,4,Sul,,,"Great place to fraternize with friends, as well as enjoy delicious food. Good environment and service. I recommend it a lot."
Glória Bar e Restaurante,"Comida muito boa, porém pedido pelo IFood e quase 2 horas! Passou uma hora do meu tempo de espera!",8 meses atrás,1,Sul,,,"Very good food, but requested by iFood and almost 2 hours! It spent an hour of my waiting time!"
Glória Bar e Restaurante,"Cardápio  mto  limitado,  tanto de tira gosto  qto  de  p. principais. Vê-se  q  tem  uma clientela cativa,  então  para o caso  de não interessar   fidelizar  outros,  então  retiro  o  que  disse.",um ano atrás,3,Sul,,,"Menu mto limited, so much of a taste of p. main. You see that it has a captive clientele, so in case it does not interest others, so I remove what I said."
Glória Bar e Restaurante,"Boa comida, o espaço físico estava um pouco reduzido, mais, acredito ser porque estavam em obras na oportunidade, garçons atenciosos",7 meses atrás,4,Sul,,,"Good food, the physical space was a little reduced, more, I believe it was because they were under construction, attentive waiters"
Glória Bar e Restaurante,Lugar super agradável. Atendimento preços ótimos.,2 meses atrás,5,Sul,,,Super nice place. Customer service great prices.
Glória Bar e Restaurante,"Fui ao restaurante/bar em um dia de dobradinha de drinks. Ótimas companhias e ótimo drink ""mimosa"". Porém, ao chegar a conta cobraram 10% em cima do valor total da conta em vez do valor com o desconto da dobradinha. Argumentei e insistiram que era o correto. Perderam uma cliente! Mandioca frita não estava num ponto ótimo, não tem estava crocante. Não recomendo o restaurante. Há opções muito melhores em Goiânia.",um ano atrás,1,Sul,,28/7,"I went to the restaurant/bar on a double drink day. Great companies and great ""mimosa"" drink. However, upon arriving the account charged 10% over the total amount of the account instead of the amount with the double discount. I argued and insisted that it was the right one. They lost a client! Fried cassava was not at a great point, there was no crispy. I do not recommend the restaurant. There are much better options in Goiânia."
Zé Latinhas,"Uma delícia de coxa creme. Preço justo. Cerveja gelada. Atendimento em mesa bem tranquilo pessoal MT educado. Ótima experiência e boa música.
",4 meses atrás,5,Central,,29/7,A delight of cream thigh. Fair price. Cold beer. Very quiet table service Mt educated. Great experience and good music.
Zé Latinhas,"Amei o ambiente, música boa, transmite uma energia boa do centro de Goiânia. Promo de cerveja top, pedi bolinhos, esperando chegar. Já quero trazer mais amigos aqui.
",2 meses atrás,5,Central,,,"Loved the environment, good music, conveys a good energy from the center of Goiânia. Top beer promo, I ordered dumplings, hoping to arrive. I already want to bring more friends here."
Zé Latinhas,"Ambiente jovem, com muita gente bonita, o atendimento é excelente. Todos que trabalham lá estão sempre com sorriso no rosto. Sério, a equipe que trabalha lá é excepcional. A comida é muito boa, os drinks são incríveis e a cerveja sempre ",4 dias atrás,5,Central,,,"Young environment, with a lot of beautiful people, the service is excellent. Everyone who works there are always with a smile on her face. Seriously, the team that works there is exceptional. The food is very good, the drinks are amazing and the beer always"
Zé Latinhas,Queria visitar já fazia um tempo. Ambiente legal e definitivamente um lugar que está em alta no momento. O que achei decepcionante foi a qualidade questionável da cerveja que pedi (antártica original) que me deu uma dor de cabeça e dor de ,um mês atrás,3,Central,,,I wanted to visit it for a while. Cool environment and definitely a place that is on the rise at the moment. What I found disappointing was the questionable quality of the beer I ordered (original Antarctic) that gave me a headache and pain
Zé Latinhas,"Mesas ao ar livre, cerveja gelada, música boa e excelente atendimento Mais
Preço por pessoa…
",2 semanas atrás,5,Central,,,"Outdoor tables, cold beer, good music and excellent service more
Price per person…"
Zé Latinhas,"Pra jovens bem alternativos é como estar em casa, a pessoa que esta no preparo dos drinks tem que entender ela esta nos drinks, e não na parte de pegar cerveja, falta bom senso, so fui por conta da namorada. ",um mês atrás,1,Central,,,"For well alternative young people is like being at home, the person who is in the preparation of drinks has to understand her is in the drinks, not in the part of catching beer, lack common sense, just went because of his girlfriend."
Zé Latinhas,"Preço muito fora de contexto, o local não é tão acolhedor e os garçons podem ser menos insistentes sobre a taxa de garçom. As vezes simplesmente a pessoa não tem condições",um mês atrás,2,Central,,,"Price very out of context, the place is not so welcoming and waiters can be less insistent about the waiter rate. Sometimes simply the person has no conditions"
Zé Latinhas,"Local agradável, música boa até começar o show do dia...aí vai depender se você gosta do estilo. Bebida gelada. Comida com poucas opções. Vá com amigos e curta a conversa na calçada...pena ficar sendo abordada por pessoas oferecendo produtos...mas recomendo!",2 meses atrás,4,Central,,,"Nice place, good music until you start the show of the day ... then it will depend if you like the style. Cold drink. Food with few options. Go with friends and enjoy the conversation on the sidewalk ... Too bad to be approached by people offering products ... but I recommend it!"
Zé Latinhas,"O local é bacana e super agrega à cena de bares da cidade.
O atendimento é ótimo e vejo a lotação como algo bom, afinal, sempre tem novas e ótimas atrações. ",um mês atrás,5,Central,,,"The place is cool and super adds to the city's bars scene.
The service is great and I see the stocking as something good, after all, always has new and great attractions."
Zé Latinhas,"Os eventos são muito legais e o ambiente é super alto astral! Atendimento ótimo! Mais
Preço por pessoa…",2 semanas atrás,5,Central,,,"The events are very cool and the environment is super high spirits! Great service! More
Price per person…"
Zé Latinhas,"O ambiente descontraído com a vibe muito positiva, músicas ao vivo e DJs as vezes, comidas gostosas com opções vegetarianas, recomendo o quibe com molho pesto e a porção de coxinha. Preço razoavelmente bom, atendimento excelente. Recomendo!",3 meses atrás,5,Central,,,"The relaxed atmosphere with the very positive vibe, live songs and DJs sometimes, hot foods with vegetarian options, I recommend the kebab with pesto sauce and the portion of drumstick. Reasonably good price, excellent service. I recommend!"
Zé Latinhas,"Sou suspeita pra falar do Zé kk Vai em paz, sem medo de ser feliz, do jeito que quiser ir
+2",5 meses atrás,5,Central,,,"I'm suspicious to talk about Zé Kk goes in peace, without fear of being happy, the way you want to go
+2"
Zé Latinhas,"Momento de lazer e fica descontraído , muita gente bonita ,na maioria jovens , bebidas super geladas , bom lugar pra curtir ",um mês atrás,5,Central,,,"Leisure moment and is relaxed, a lot of beautiful people, most young people, super cold drinks, good place to enjoy"
Zé Latinhas,"A galera que frequenta é ótima! Massa! Recomendo! E fica no centro de Goiânia. Bom demais pra quem curte esse rolê no centro. É um sopro de ar, já que os centros, geralmente, são abandonados à noite.",2 meses atrás,5,Central,,,"The guys you go to is great! Pasta! I recommend! And is in the center of Goiânia. Too good for those who enjoy this roll in the center. It is a breath of air, as centers are usually abandoned at night."
Zé Latinhas,"Muito bom, as fotos não saíram boas mas o lugar é lindo, aconchegante e de fora é muito bom, fresquinho, música boa e comida gostosa também
",um ano atrás,5,Central,,,"Very good, the photos did not come out good but the place is beautiful, cozy and outside is very good, fresh, good music and hot food too"
Zé Latinhas,"Gosto muito da vibe descontraída. Local pra encontrar os amigos e beber uma boa caipirinha e dar boas risadas.
0:",6 meses atrás,5,Central,,,"I really like the relaxed vibe. Place to meet friends and drink a good caipirinha and laugh.
0:"
Zé Latinhas,"Lugar tranquilo, porém caro. Fui uma vez mas não pretendo voltar já que tive uma luta pra conseguir uma mesa e a que consegui estava na frente do som.",5 meses atrás,3,Central,,,Quiet but expensive place. I went once but I don't intend to go back since I had a fight to get a table and I got it in front of the sound.
Zé Latinhas,"O atendimento é bom, mas comida ruim. Também achei o ambiente abafado do lado de dentro. Pedi um bolinho caro e super pequeno, não dá nem pra uma pessoa e veio frio. A bebida estava ok. Não pretendo voltar.",5 meses atrás,3,Central,,,"The service is good, but bad food. I also found the stuffy atmosphere inside. I ordered an expensive and super small cookie, it doesn't even give one person and came cold. The drink was ok. I don't intend to go back."
Zé Latinhas,"Que o limão casa mt bem com caldo de cana não é novidade, mas juntando os dois com café gelado, dando aquela misturadinha (importante), fica delicinha! minha avaliação de hoje vai para essa bebida em específico que tomei no ze latas. nota 10!
",um ano atrás,5,Central,,,"That lemon marries mt well with sugarcane stock is not new, but joining the two with cold coffee, giving that mixture (important), is delicious! My assessment today goes to this specific drink that I took at Z Ze Latas. grade 10!"
Zé Latinhas,"O melhor bar de Goiânia! Cultura de rua, democracia, música boa e bagaceira  … Mais
Comida: 5…",um mês atrás,5,Central,,,"The best bar in Goiânia! Street culture, democracy, good music and bagaceira… More
Food: 5…"
Zé Latinhas,"Local bem agitado nas noites. Bar com público diverso e tranquilo. Mais
Preço por pessoa…
",3 semanas atrás,4,Central,,,"Very busy place on nights. Bar with diverse and quiet audience. More
Price per person…"
Zé Latinhas,"O Zé Latinhas recebe todo tipo de gente lá, o que é uma bênção - bar acolhedor e democrático é cada vez mais raro. Vou pelo jazz, às quartas, e pela panceta, mas tem sempre música boa na semana, bebida gelada e atendimento do bem. E tem o Centro, claro, o charme a mais que combina muito com a diversidade dos frequentadores.",7 meses atrás,5,Central,,,"Zé Latinhas receives all kinds of people there, which is a blessing - a welcoming and democratic bar is increasingly rare. I'm going through jazz, on Wednesdays, and the packet, but always has good music in the week, cold drink and good service. And there is the center, of course, the more charm that combines a lot with the diversity of visitors."
Zé Latinhas,"Ambiente nota 10, música boa, comida sensacional, preço justo e atendimento nota 1.000!!! Um achado no centro de Goiânia! Vá sem medo, mas cuidado com a caipirinha com gengibre ... Quando vc vê já tomou umas 10!!! Bolotinha de costela? Não … Mais
",um ano atrás,5,Central,,,"Environment Note 10, Good Music, Sensational Food, Fair Price and Service Note 1,000 !!! A find in the center of Goiânia! Go without fear, but beware of the caipirinha with ginger ... When you see it already took about 10 !!! Rib Bolotinha? No more"
Zé Latinhas,"Gente bonita, descolada e com bom gosto musical. Mais
Preço por pessoa
R$ 40–…",uma semana atrás,5,Central,,,"Beautiful, cool and tasteful people. More
Price per person
R $ 40–……"
